mmsi,timestamp,lon,lat,speed,heading,speed_change,stop_duration,wind_speed,wave_height,rainfall,visibility,zone_type,alert_sent,historical_pattern,label
V1008,01-01-2025,79.45784685,8.39685776,7.715372621,28.92592662,-5.53,0,13.5547957,3.121065183,44.78220104,9.362341169,Protected Area,yes,rare_crosser,crossed
V1008,02-01-2025,78.63192612,8.091856357,7.596189835,161.523827,-0.12,4.69,13.75579982,2.841253519,28.06641364,5.154024456,Restricted Zone,yes,rare_crosser,high_risk
V1008,03-01-2025,80.79249703,9.91862846,11.21340142,53.01404279,3.62,0,18.37634029,1.791010372,34.30934472,6.403590055,Protected Area,yes,rare_crosser,crossed
V1008,04-01-2025,80.00691819,9.420794001,3.05413343,64.9730361,-8.16,3.82,11.72470066,1.50020425,1.73490816,3.50415532,Protected Area,yes,rare_crosser,crossed
V1008,05-01-2025,79.90204553,9.180996063,9.334965435,329.2652781,6.28,0,10.15472653,1.256985102,8.823942789,4.496947999,Fishing Zone,yes,rare_crosser,crossed
V1009,01-01-2025,78.75533615,7.852725944,11.2764494,301.6830578,1.43,0,5.856171086,2.093225099,86.47440024,8.448524283,Fishing Zone,yes,rare_crosser,high_risk
V1009,02-01-2025,77.91012993,7.058404544,16.45787139,314.5540738,5.18,0,20.01109414,2.182977924,22.56603229,4.216139063,Fishing Zone,no,rare_crosser,safe
V1009,03-01-2025,79.1863528,9.617015935,13.4952201,309.3845444,-2.96,2.65,13.0185177,0.834292119,9.01725737,2.832001927,Protected Area,yes,rare_crosser,high_risk
V1009,04-01-2025,76.5433134,8.243695243,8.608320705,96.31286833,-4.89,4.78,19.76625872,2.37079105,7.853479944,2.890336488,Restricted Zone,no,rare_crosser,safe
V1009,05-01-2025,81.17832496,9.715370699,8.470198613,60.40351249,-0.14,0,9.905725607,2.679162333,61.98767204,8.279613206,Restricted Zone,yes,rare_crosser,crossed
V1010,01-01-2025,79.88708322,10.40713067,16.75010593,349.605217,4.69,3.22,9.596717807,3.326778742,83.95032129,9.757011568,Fishing Zone,yes,rare_crosser,crossed
V1010,02-01-2025,78.38394898,8.208066435,12.31250489,77.44758512,-4.44,0,15.51472327,1.588671434,76.22046095,6.147457099,Restricted Zone,yes,rare_crosser,high_risk
V1010,03-01-2025,80.95764302,9.679002796,13.98509387,357.3909112,1.67,0,20.83985749,3.531520183,18.90785937,2.144217471,Restricted Zone,yes,rare_crosser,crossed
V1010,04-01-2025,79.54133083,8.294914004,9.949654267,302.8262747,-4.04,0,21.32957922,3.074269349,10.16048504,1.569827964,Protected Area,yes,rare_crosser,crossed
V1010,05-01-2025,77.48320917,7.293466104,16.23980745,128.289047,6.29,0,23.90220781,1.622547211,3.899144523,1.529974515,Protected Area,no,rare_crosser,safe
V1011,01-01-2025,78.70475538,7.307828142,13.68315056,321.7332004,8.58,3.47,10.29293888,2.421603516,66.36437905,3.815758771,Protected Area,yes,rare_crosser,high_risk
V1011,02-01-2025,79.45506098,7.49475675,17.08139344,308.7673185,3.4,0,5.512120733,1.959416155,68.44359195,9.414420505,Restricted Zone,yes,rare_crosser,crossed
V1011,03-01-2025,81.35849481,10.21201315,14.22319572,353.5928481,-2.86,0,2.397195245,3.633100403,88.81882715,8.648402,Restricted Zone,yes,rare_crosser,crossed
V1011,04-01-2025,79.13218148,7.463451606,12.96230702,48.23914236,-1.26,3.96,14.31758624,1.960911348,50.34578064,2.13351247,Restricted Zone,yes,rare_crosser,high_risk
V1011,05-01-2025,78.40729268,7.511037101,10.93617202,227.3137896,-2.03,0,19.15237224,0.538928507,56.87030645,2.252370774,Restricted Zone,yes,rare_crosser,high_risk
V1012,01-01-2025,77.14753125,7.464342277,12.40945906,17.69627283,-1.82,0,2.701627382,3.860570872,66.10081677,9.21582098,Protected Area,no,clean,safe
V1012,02-01-2025,79.29428379,9.154896082,14.02524096,91.47190727,1.62,1.77,23.60333899,1.00661818,34.96481559,3.657174237,Fishing Zone,yes,clean,crossed
V1012,03-01-2025,81.00483787,9.839907159,7.967740067,358.505783,-6.06,0,18.24943199,1.01596949,63.17522149,5.644075957,Fishing Zone,yes,clean,crossed
V1012,04-01-2025,79.26209038,7.607258788,17.02954223,65.49439232,9.06,0,21.48556267,3.602431094,26.34900097,9.591574119,Protected Area,yes,clean,crossed
V1012,05-01-2025,79.96295025,9.124455123,8.115980771,258.486158,-8.91,0,16.59497939,3.902183246,58.44236501,3.974338151,Protected Area,yes,clean,crossed
V1013,01-01-2025,78.65707588,7.470880276,10.72234994,177.169308,3.13,3.03,18.74412062,1.833209371,42.556796,9.842825161,Restricted Zone,yes,clean,high_risk
V1013,02-01-2025,79.61720162,7.831792472,6.090053803,237.2406845,-4.63,0,22.35612888,0.983182288,59.15781857,8.962487897,Fishing Zone,yes,clean,crossed
V1013,03-01-2025,80.49682189,10.03847654,11.34018861,3.28374514,5.25,0,17.30441036,2.065257811,88.22070888,7.782988058,Restricted Zone,yes,clean,crossed
V1013,04-01-2025,76.57711896,8.781289075,6.109717518,43.65115131,-5.23,0,21.70727149,2.323693891,79.76389229,7.887669697,Restricted Zone,no,clean,safe
V1013,05-01-2025,77.7294594,7.589709549,13.77387175,104.3453773,7.66,0,7.971156139,3.331076786,73.10769934,9.613298575,Fishing Zone,no,clean,safe
V1014,01-01-2025,79.30397125,9.059833849,16.2405745,344.6325966,6.84,0,16.71090851,3.370257135,33.13811476,2.989564085,Restricted Zone,yes,rare_crosser,crossed
V1014,02-01-2025,79.05266449,8.809737536,15.22038742,190.339392,-1.02,0,10.73995048,2.812903356,59.3001186,2.501191104,Restricted Zone,yes,rare_crosser,high_risk
V1014,03-01-2025,81.19630534,8.871786485,5.783569568,318.9261751,-9.44,0,18.48879534,3.653745517,76.01365578,1.997047534,Fishing Zone,yes,rare_crosser,crossed
V1014,04-01-2025,79.07119612,8.494828693,13.9123962,245.3430076,8.13,4.33,22.85290207,2.736985119,50.23818241,6.497306597,Protected Area,yes,rare_crosser,high_risk
V1014,05-01-2025,77.23279649,7.808678528,12.54267553,29.217941,-1.37,0,17.72461867,2.981917446,59.97002768,2.427766474,Restricted Zone,no,rare_crosser,safe
V1015,01-01-2025,79.92915613,9.470139319,7.366988983,189.5628057,-3.86,0,11.8564742,1.631306892,12.03003365,7.733727082,Fishing Zone,yes,clean,crossed
V1015,02-01-2025,78.62200393,8.171258116,7.023312362,146.2532974,-0.34,0,19.65257216,3.225274054,43.583029,8.980485253,Restricted Zone,yes,clean,high_risk
V1015,03-01-2025,78.51651277,8.852859461,9.401518871,336.7315088,2.38,0,15.01166417,1.222907154,73.63979705,8.36358845,Fishing Zone,yes,clean,high_risk
V1015,04-01-2025,77.45835629,7.131737022,14.379014,117.8211663,4.98,0,5.96869489,1.482736506,12.62526998,3.526879123,Restricted Zone,no,clean,safe
V1015,05-01-2025,78.89798678,8.435734357,3.73229811,226.2346276,-10.65,4.07,17.06285708,0.672601475,8.281266544,6.703915342,Restricted Zone,yes,clean,high_risk
V1016,01-01-2025,78.0000605,7.017528201,15.57758023,120.1118004,7.83,0,10.61874297,3.584004986,39.91319194,9.880881002,Protected Area,no,frequent_crosser,safe
V1016,02-01-2025,77.02163437,8.210721952,6.918220357,150.0583932,-8.66,0,15.47272262,3.623736809,4.090290975,9.014778457,Protected Area,no,frequent_crosser,safe
V1016,03-01-2025,80.77896031,10.25988245,15.37043112,145.044212,8.45,3.8,5.128759489,2.701942408,74.93867964,4.5557896,Restricted Zone,yes,frequent_crosser,crossed
V1016,04-01-2025,79.36692791,7.374799357,13.36310917,255.8150452,-2.01,0,11.40166455,3.086100542,92.5486756,2.382074902,Restricted Zone,yes,frequent_crosser,crossed
V1016,05-01-2025,78.3221538,7.149008103,17.71672767,316.612415,4.35,0,18.62106186,3.474270234,64.90079674,6.907233581,Restricted Zone,yes,frequent_crosser,high_risk
V1017,01-01-2025,79.86788809,8.588960593,16.12127791,197.6481149,2.51,0,10.88437903,1.958747461,21.75441231,6.466059292,Protected Area,yes,frequent_crosser,crossed
V1017,02-01-2025,78.88846256,8.791994746,7.32857045,142.3526403,-8.79,0,21.11735889,3.405476013,8.218607803,8.031489447,Restricted Zone,yes,frequent_crosser,high_risk
V1017,03-01-2025,79.98483676,10.28355443,12.10724809,23.2826725,4.78,0,3.575998631,2.504053182,68.79923886,3.690417989,Protected Area,yes,frequent_crosser,crossed
V1017,04-01-2025,79.52007659,7.578239759,6.090129942,36.11169155,-6.02,0,13.96030986,2.855373496,24.4537186,8.025611772,Protected Area,yes,frequent_crosser,crossed
V1017,05-01-2025,79.81481794,8.665540568,9.599621934,156.3743046,3.51,0,15.39402515,0.628451431,1.874204994,3.935292756,Restricted Zone,yes,frequent_crosser,crossed
V1018,01-01-2025,79.78621356,7.356470065,15.89735113,288.2531125,8.26,0,18.69625166,3.4052395,26.56314877,6.512423789,Fishing Zone,yes,clean,crossed
V1018,02-01-2025,77.06276651,7.7367817,11.90613539,167.9836342,-3.99,0,4.52516619,3.824113217,64.34490029,5.16109293,Fishing Zone,no,clean,safe
V1018,03-01-2025,78.8414921,8.751685315,9.019362985,37.39046097,-2.89,2.37,9.107474016,1.877277682,32.87990084,6.838311682,Protected Area,yes,clean,high_risk
V1018,04-01-2025,78.24759055,7.061785325,14.62870485,269.955611,5.61,0,13.1776415,2.592316285,83.28643701,4.259128365,Restricted Zone,no,clean,safe
V1018,05-01-2025,81.04974273,9.706943498,6.937371257,230.4990143,-7.69,4.11,5.855818245,1.24691733,73.60620398,8.083888215,Restricted Zone,yes,clean,crossed
V1019,01-01-2025,81.4854565,8.556059157,13.74475923,91.61475347,4.3,4.92,18.56837807,3.323229431,69.35343835,9.767740902,Fishing Zone,yes,rare_crosser,crossed
V1019,02-01-2025,79.27985503,9.497755513,11.57858446,358.0898381,-2.17,0,13.48421554,1.49190397,71.38846648,4.621797631,Fishing Zone,yes,rare_crosser,crossed
V1019,03-01-2025,78.80739743,7.668372263,15.36968451,36.278261,3.79,0,16.16281767,0.609339239,84.63838401,7.82180643,Protected Area,yes,rare_crosser,high_risk
V1019,04-01-2025,80.24852333,10.29041025,9.90017878,284.607945,-5.47,0,13.24426771,2.013666562,59.73824425,9.497433191,Protected Area,yes,rare_crosser,crossed
V1019,05-01-2025,78.06908027,7.34253377,16.55798092,56.19448393,6.66,0,15.30091983,3.232077228,66.45824727,7.935853937,Restricted Zone,no,rare_crosser,safe
V1020,01-01-2025,81.49928591,8.288050484,13.10710099,128.1765024,3.66,3.11,3.045935163,0.702275221,12.80871267,5.805806196,Fishing Zone,yes,rare_crosser,crossed
V1020,02-01-2025,77.85045315,7.298811625,6.204467881,288.3043635,-6.9,0,16.07811042,0.760437298,18.95615238,6.432409176,Protected Area,no,rare_crosser,safe
V1020,03-01-2025,79.10080028,7.078213369,13.55390516,307.4955037,7.35,0,17.27644117,3.699605432,67.35444123,3.054945791,Protected Area,yes,rare_crosser,high_risk
V1020,04-01-2025,78.44915953,7.088164607,5.611594272,305.9282792,-7.94,1.73,7.457545457,3.053109155,80.9778121,9.513781841,Restricted Zone,yes,rare_crosser,high_risk
V1020,05-01-2025,80.93177981,10.02394171,10.84634945,154.4991229,5.23,0,20.63570099,2.852767001,95.69140687,8.170875059,Fishing Zone,yes,rare_crosser,crossed
V1021,01-01-2025,79.7883741,8.127949659,5.38600047,135.9398838,-2.25,4.69,20.16351639,2.412939794,80.60287534,2.320720513,Protected Area,yes,frequent_crosser,crossed
V1021,02-01-2025,80.55005986,10.02801397,8.914716569,272.9603776,3.53,0,16.47107,1.454969349,91.47135569,7.300598241,Fishing Zone,yes,frequent_crosser,crossed
V1021,03-01-2025,77.04687718,7.341445091,14.58698097,191.6364518,5.67,0,3.962545528,1.837162847,45.01454546,5.600884584,Fishing Zone,no,frequent_crosser,safe
V1021,04-01-2025,79.71734121,7.350935511,11.89668024,160.0412987,-2.69,4.8,13.79879399,3.231130394,53.70578377,9.080280472,Protected Area,yes,frequent_crosser,crossed
V1021,05-01-2025,79.11113775,7.694141942,7.854647808,350.9199233,-4.04,0,6.245434114,1.091443869,20.70588239,4.502506384,Fishing Zone,yes,frequent_crosser,high_risk
V1022,01-01-2025,81.45692288,9.31490087,10.24752718,39.02665607,0.17,3.17,10.67597822,3.09161912,37.31765375,5.348645656,Restricted Zone,yes,frequent_crosser,crossed
V1022,02-01-2025,79.68254308,7.649396225,4.407137085,53.02143317,-5.84,2.13,14.90102566,2.798697401,10.29780321,4.509378994,Restricted Zone,yes,frequent_crosser,crossed
V1022,03-01-2025,77.61185171,7.791658741,15.40665264,58.26070025,11,0,20.30444128,1.398459123,42.93997248,3.686595507,Restricted Zone,no,frequent_crosser,safe
V1022,04-01-2025,79.56437191,8.404473119,7.843519149,326.2346489,-7.56,0,10.89878462,3.691029551,79.60846782,6.122150788,Restricted Zone,yes,frequent_crosser,crossed
V1022,05-01-2025,79.72586462,7.803138201,4.9603258,293.1662625,-2.88,4.99,17.70157205,0.93183989,6.915132506,8.770387235,Restricted Zone,yes,frequent_crosser,crossed
V1023,01-01-2025,78.48553022,8.906902116,11.6936576,167.2368746,5.7,0,6.02848514,3.862539315,92.22734663,1.602862324,Fishing Zone,yes,clean,high_risk
V1023,02-01-2025,79.68808157,8.392906018,5.07820793,314.8665127,-6.62,4.81,20.30547711,0.992084891,11.30815999,6.142480974,Fishing Zone,yes,clean,crossed
V1023,03-01-2025,79.25201472,8.785154224,8.502576023,99.48398668,3.42,0,6.576695813,3.977791427,54.52363806,7.804048021,Protected Area,yes,clean,crossed
V1023,04-01-2025,79.69389172,7.014916047,8.431316396,86.1527115,-0.07,0,13.04041348,1.68325177,25.37211506,6.165191337,Restricted Zone,yes,clean,crossed
V1023,05-01-2025,80.88040905,9.570416237,7.563872857,326.6446222,-0.87,0,22.95028909,1.355902178,8.678055235,3.973771463,Restricted Zone,yes,clean,crossed
V1024,01-01-2025,78.91095515,9.023660172,16.97597822,121.9949175,6.15,4.03,4.299224014,3.75131478,8.144590897,5.373392003,Fishing Zone,yes,clean,high_risk
V1024,02-01-2025,76.96611335,8.372561435,11.11305942,83.46925761,-5.86,0,6.80317964,2.068763125,55.86155672,2.037729821,Restricted Zone,no,clean,safe
V1024,03-01-2025,78.67791598,7.212243546,8.816605867,80.79864526,-2.3,2.3,17.55541344,2.839037541,23.31778321,1.720260067,Protected Area,yes,clean,high_risk
V1024,04-01-2025,77.6289914,7.924688313,14.8686767,269.4300677,6.05,3.89,9.666612901,3.142255224,49.98725645,9.820217381,Protected Area,no,clean,safe
V1024,05-01-2025,77.08155197,7.001128022,11.1426772,322.885814,-3.73,0,18.12091889,3.941266399,72.53617928,2.954949018,Fishing Zone,no,clean,safe
V1025,01-01-2025,78.22219226,7.068368029,8.113577714,104.2236288,2.19,2.93,15.6700843,3.470485069,89.10004343,4.23890772,Restricted Zone,no,clean,safe
V1025,02-01-2025,77.02593086,7.179287457,17.30044737,207.406923,9.19,2.57,10.3273186,2.857638207,35.10932954,4.072784477,Fishing Zone,no,clean,safe
V1025,03-01-2025,79.38307604,8.036151508,8.067800276,339.5783981,-9.23,0,15.33931022,2.630992754,25.78211274,7.167530309,Restricted Zone,yes,clean,crossed
V1025,04-01-2025,80.79135745,9.595750473,3.171116759,156.1943714,-4.9,0,23.2098856,3.838502376,71.78287272,4.669512522,Fishing Zone,yes,clean,crossed
V1025,05-01-2025,79.62397867,10.01805747,16.24727905,320.5334333,13.08,0,12.77290975,3.149040928,20.5120605,6.085007347,Protected Area,yes,clean,crossed
V1026,01-01-2025,78.98501202,9.062408482,16.19012613,290.8429521,7.43,0,17.4118389,0.79889643,94.63524851,7.833604471,Protected Area,yes,frequent_crosser,high_risk
V1026,02-01-2025,78.59721491,7.656009717,14.89460669,146.4719864,-1.3,0,8.610651401,1.073872088,19.25923652,9.474766731,Fishing Zone,yes,frequent_crosser,high_risk
V1026,03-01-2025,76.75942872,7.500841351,12.25173893,334.4665724,-2.64,2.01,2.518826337,1.903974495,70.83691127,1.247769583,Protected Area,no,frequent_crosser,safe
V1026,04-01-2025,80.03858975,9.380178312,3.034591712,220.3099439,-9.22,0,9.843541027,2.381900076,39.17877922,8.006752053,Restricted Zone,yes,frequent_crosser,crossed
V1026,05-01-2025,78.02760286,7.477890572,8.154518102,173.6619098,5.12,0,20.06580718,3.515200591,26.49010886,5.779562615,Restricted Zone,no,frequent_crosser,safe
V1027,01-01-2025,77.72704465,7.407567686,11.67985934,271.2396413,3.81,0,7.886276564,1.767384996,96.3085542,9.140628422,Restricted Zone,no,rare_crosser,safe
V1027,02-01-2025,81.46678942,10.3971804,8.477452837,288.2571799,-3.2,2.92,14.66491703,2.731395728,44.66301318,4.571986729,Restricted Zone,yes,rare_crosser,crossed
V1027,03-01-2025,77.40213128,7.800397098,11.85137602,46.82209746,3.37,0,23.092223,0.619639308,89.93335299,6.59288886,Restricted Zone,no,rare_crosser,safe
V1027,04-01-2025,81.01783491,8.960639297,17.466871,332.1013119,5.62,0,14.41874848,2.151913684,52.44834704,5.356325339,Restricted Zone,yes,rare_crosser,crossed
V1027,05-01-2025,77.28752718,8.084003124,8.434396058,147.1290596,-9.03,0,12.89945746,2.83286557,39.23018374,3.703753531,Protected Area,no,rare_crosser,safe
V1028,01-01-2025,79.03279205,8.648525845,3.290792062,28.28912089,-4.05,1.17,9.181047542,2.896711597,15.00629927,1.190820003,Restricted Zone,yes,frequent_crosser,high_risk
V1028,02-01-2025,78.33287013,7.950568477,8.975232602,190.7378255,5.68,0,3.277733639,3.608160864,40.57907419,2.184472344,Protected Area,yes,frequent_crosser,high_risk
V1028,03-01-2025,78.73658242,7.965212271,15.37854973,82.73224587,6.4,0,13.06947348,3.679916759,34.16543625,7.614500671,Fishing Zone,yes,frequent_crosser,high_risk
V1028,04-01-2025,77.20879366,7.832676838,11.33086076,143.2427167,-4.05,0,11.80362722,3.284673373,86.4428619,4.020156853,Restricted Zone,no,frequent_crosser,safe
V1028,05-01-2025,77.26764581,7.471037577,10.28139841,96.44079586,-1.05,0,13.50385511,0.849030556,63.42678179,1.062705896,Protected Area,no,frequent_crosser,safe
V1029,01-01-2025,79.32748138,8.737230067,17.71824845,351.1552454,5.49,0,16.20077884,1.726391451,57.14572827,1.415981524,Restricted Zone,yes,frequent_crosser,crossed
V1029,02-01-2025,78.26415813,7.833962268,13.57547955,349.0312955,-4.14,0,21.12083633,2.513721893,85.09966448,7.785557607,Restricted Zone,no,frequent_crosser,safe
V1029,03-01-2025,78.20232924,7.565338676,16.64236784,123.721562,3.07,0,23.03316859,3.336939308,7.732533238,8.580860659,Restricted Zone,no,frequent_crosser,safe
V1029,04-01-2025,79.72962222,7.291486725,12.02312951,350.4943988,-4.62,4.62,9.687677727,3.777120531,30.27039297,8.732902542,Protected Area,yes,frequent_crosser,crossed
V1029,05-01-2025,80.55351343,9.893540474,11.74235836,57.04247578,-0.28,0,13.8940238,2.408947601,69.31006243,2.600355116,Restricted Zone,yes,frequent_crosser,crossed
V1030,01-01-2025,81.33923159,10.20226808,13.91425867,84.82839729,-0.61,4.7,18.29044127,2.11380794,17.18510828,7.763465779,Protected Area,yes,clean,crossed
V1030,02-01-2025,77.45634675,8.070008119,12.44496865,123.3388277,-1.47,2.22,13.93451672,1.076768213,97.44862532,4.387525739,Protected Area,no,clean,safe
V1030,03-01-2025,80.2634167,9.979933605,6.34200694,186.6698568,-6.1,0,21.20311008,2.64684168,57.13543597,7.866092833,Fishing Zone,yes,clean,crossed
V1030,04-01-2025,76.59381412,8.038901373,7.395172351,209.2256548,1.05,0,16.40913696,3.023482454,56.76241538,1.085353899,Fishing Zone,no,clean,safe
V1030,05-01-2025,78.59475103,8.240178311,6.420817794,149.4718779,-0.97,0,11.32690385,2.930829892,96.9005493,8.499604406,Fishing Zone,yes,clean,high_risk
V1031,01-01-2025,77.2689486,7.115685361,9.18887083,215.8543277,1.57,0,18.51014557,1.439505266,83.01842036,9.77088162,Fishing Zone,no,rare_crosser,safe
V1031,02-01-2025,79.35788942,9.75785828,16.18203014,228.2883884,6.99,0,23.1233457,3.290148197,21.74276484,3.969632227,Restricted Zone,yes,rare_crosser,crossed
V1031,03-01-2025,79.37604282,9.23080011,15.51096164,346.6177854,-0.67,0,16.17850628,2.895371612,91.15937925,5.331695393,Protected Area,yes,rare_crosser,crossed
V1031,04-01-2025,76.59939543,7.590837543,9.469143119,328.5992668,-6.04,3.97,18.75766362,1.326971646,32.44472445,1.384354565,Fishing Zone,no,rare_crosser,safe
V1031,05-01-2025,79.37324678,9.461098525,12.54232436,155.6366246,3.07,4.37,3.553734711,3.442488691,31.17641457,2.310840838,Restricted Zone,yes,rare_crosser,crossed
V1032,01-01-2025,79.7064882,7.437293298,12.28864801,215.5287609,4.79,0,18.89826925,2.050061213,36.36847571,8.767725135,Restricted Zone,yes,rare_crosser,crossed
